sub,role,trial,unfairness,choice,choice_RT
107,self,11,55,0,2.161
107,self,12,65,1,2.593
107,self,13,60,1,2.308
107,self,14,85,1,2.101
107,self,15,65,0,2.008
107,self,16,60,0,1.86
107,self,17,75,1,1.992
107,self,18,90,0,1.876
107,self,19,70,1,1.901
107,self,20,95,1,1.681
108,self,1,60,0,4.513
108,self,2,85,1,4.441
108,self,3,50,0,2.435
108,self,4,60,0,3.547
108,self,5,75,1,3.126
108,self,6,70,1,4.035
108,self,7,50,0,3.485
108,self,8,80,1,2.744
108,self,9,55,0,2.115
108,self,10,55,0,2.159
108,self,11,75,1,2.523
108,self,12,95,1,3.682
108,self,13,65,0,3.335
108,self,14,65,0,3.106
108,self,15,70,0,1.938
108,self,16,95,1,2.411
108,self,17,85,1,3.4
108,self,18,80,1,2.229
108,self,19,90,1,1.848
108,self,20,90,1,2.726
109,self,1,65,0,5.483
109,self,2,80,1,2.733
109,self,3,90,1,4.216
109,self,4,85,0,4.36
109,self,5,60,0,2.401
109,self,6,55,0,1.792
109,self,7,50,0,1.856
109,self,8,90,1,1.82
109,self,9,80,1,2.257
109,self,10,75,0,2.722
109,self,11,65,0,2.461
109,self,12,50,0,1.796
109,self,13,70,0,3.237
109,self,14,95,1,2.011
109,self,15,85,1,2.738
109,self,16,60,0,7.677
109,self,17,75,0,2.382
109,self,18,95,1,1.801
109,self,19,55,0,2.452
109,self,20,70,0,2.084
110,self,1,75,0,12.134
110,self,2,50,0,5.22
110,self,3,70,0,5.604
110,self,4,80,0,5.317
110,self,5,90,0,5.076
110,self,6,65,0,4.566
110,self,7,70,0,6.763
110,self,8,80,0,5.021
110,self,9,85,0,5.095
110,self,10,95,0,5.613
110,self,11,95,0,3.787
110,self,12,50,0,5.282
110,self,13,55,0,3.807
110,self,14,60,0,4.113
110,self,15,60,0,3.88
110,self,16,90,0,4.089
110,self,17,65,0,4.543
110,self,18,55,0,4.924
110,self,19,75,0,3.644
110,self,20,85,0,4.393
111,self,1,95,1,5.279
111,self,2,85,0,5.932
111,self,3,95,0,2.912
111,self,4,50,0,6.821
111,self,5,80,0,2.172
111,self,6,70,0,2.635
111,self,7,65,0,1.706
111,self,8,85,0,1.631
111,self,9,50,0,2.083
111,self,10,55,0,2.558
111,self,11,60,0,2.142
111,self,12,90,0,2.149
111,self,13,60,0,1.881
111,self,14,70,0,1.721
111,self,15,75,0,2.57
111,self,16,75,0,1.757
111,self,17,65,0,1.894
111,self,18,90,0,2.364
111,self,19,80,0,1.483
111,self,20,55,0,2.418
112,self,1,60,0,2.753
112,self,2,85,1,3.364
112,self,3,55,0,2.832
112,self,4,75,0,3.05
112,self,5,90,1,1.933
112,self,6,60,0,2.646
112,self,7,70,0,2.931
112,self,8,80,0,3.425
112,self,9,65,0,1.867
112,self,10,80,0,2.592
112,self,11,65,0,1.973
112,self,12,90,1,1.914
112,self,13,95,1,2.382
112,self,14,95,1,1.595
112,self,15,55,0,2.273
112,self,16,70,0,2.045
112,self,17,50,0,2.262
112,self,18,50,0,1.818
112,self,19,75,0,1.847
112,self,20,85,1,2.461
113,self,1,75,0,5.677
113,self,2,65,0,10.492
113,self,3,95,1,5.944
113,self,4,55,0,5.663
113,self,5,70,0,4.039
113,self,6,80,0,5.223
113,self,7,60,0,4.53
113,self,8,50,0,5.344
113,self,9,95,1,5.201
113,self,10,50,0,6.319
113,self,11,60,0,7.012
113,self,12,70,0,3.608
113,self,13,55,0,6.424
113,self,14,90,0,3.262
113,self,15,75,0,3.716
113,self,16,65,0,3.279
113,self,17,85,0,4.717
113,self,18,90,0,5.437
113,self,19,80,0,4.65
113,self,20,85,1,2.974
114,self,1,55,0,7.614
114,self,2,50,0,28.851
114,self,3,75,1,51.593
114,self,4,90,1,4.679
114,self,5,55,0,9.981
114,self,6,50,0,3.972
114,self,7,80,1,7.812
114,self,8,75,1,5.637
114,self,9,85,1,4.375
114,self,10,95,1,6.379
114,self,11,65,1,3.612
114,self,12,90,1,3.216
114,self,13,95,1,3.805
114,self,14,85,1,5.857
114,self,15,60,0,8.762
114,self,16,65,1,3.963
114,self,17,70,1,4.836
114,self,18,70,1,3.831
114,self,19,60,0,3.138
114,self,20,80,1,5.137
115,self,1,60,0,5.821
115,self,2,70,0,6.74
115,self,3,70,0,5.315
115,self,4,55,0,5.586
115,self,5,80,0,4.767
115,self,6,85,0,5.074
115,self,7,95,1,4.31
115,self,8,85,0,3.997
115,self,9,90,0,5.624
115,self,10,60,0,4.392
115,self,11,65,0,4.478
115,self,12,65,0,4.722
115,self,13,80,0,4.276
115,self,14,55,0,5.364
115,self,15,75,0,5.705
115,self,16,95,1,4.79
115,self,17,90,0,5.336
115,self,18,50,0,4.469
115,self,19,50,0,5.591
115,self,20,75,0,4.731
116,self,1,80,1,9.275
116,self,2,80,1,7.043
116,self,3,55,0,10.521
116,self,4,70,0,7.776
116,self,5,70,0,24.543
116,self,6,75,1,18.619
116,self,7,95,1,6.834
116,self,8,60,0,6.464
116,self,9,90,1,65.941
116,self,10,90,1,19.279
116,self,11,85,1,11.322
116,self,12,95,1,7.735
116,self,13,65,1,6.135
116,self,14,65,0,4.944
116,self,15,55,0,6.424
116,self,16,85,1,6.72
116,self,17,75,1,14.471
116,self,18,60,0,5.736
116,self,19,50,0,4.982
116,self,20,50,0,5.128
117,self,1,85,1,17.637
117,self,2,90,1,4.338
117,self,3,70,0,3.641
117,self,4,50,0,2.881
117,self,5,90,0,27.157
117,self,6,95,1,3.064
117,self,7,65,0,1.621
117,self,8,95,1,2.63
117,self,9,70,0,2.226
117,self,10,80,0,2.027
117,self,11,65,0,2.168
117,self,12,80,0,2.227
117,self,13,60,0,2.146
117,self,14,60,0,3.074
117,self,15,85,0,6.528
117,self,16,75,0,2.523
117,self,17,55,0,1.941
117,self,18,75,0,45.255
117,self,19,55,0,2.06
117,self,20,50,0,1.402
118,self,1,90,0,6.53
118,self,2,50,0,2.583
118,self,3,95,1,5.273
118,self,4,75,0,4.914
118,self,5,75,0,2.523
118,self,6,90,1,3.51
118,self,7,60,0,2.922
118,self,8,70,0,1.596
118,self,9,55,0,1.89
118,self,10,50,0,2.388
118,self,11,85,1,3.781
118,self,12,55,0,1.731
118,self,13,95,1,2.278
118,self,14,80,0,2.144
118,self,15,85,0,2.346
118,self,16,65,0,1.994
118,self,17,80,0,3.181
118,self,18,70,0,2.063
118,self,19,60,0,2.879
118,self,20,65,0,1.734
119,self,1,90,1,4.99
119,self,2,70,0,4.058
119,self,3,90,1,5.03
119,self,4,95,1,4.08
119,self,5,80,1,4.395
119,self,6,70,0,3.351
119,self,7,60,0,3.692
119,self,8,55,0,3.323
119,self,9,85,1,3.104
119,self,10,60,0,2.92
119,self,11,85,1,2.718
119,self,12,50,0,2.416
119,self,13,65,0,3.371
119,self,14,75,0,3.036
119,self,15,50,0,2.427
119,self,16,95,1,2.546
119,self,17,75,0,3.076
119,self,18,65,0,2.431
119,self,19,80,1,3.655
119,self,20,55,0,3.124
120,self,1,60,0,5.594
120,self,2,80,0,5.077
120,self,3,90,0,4.404
120,self,4,80,0,5.57
120,self,5,75,0,4.302
120,self,6,70,0,4.072
120,self,7,55,0,3.688
120,self,8,60,0,3.843
120,self,9,85,0,4.055
120,self,10,55,0,3.929
120,self,11,50,0,3.701
120,self,12,65,0,3.622
120,self,13,95,0,3.742
120,self,14,90,0,3.374
120,self,15,70,0,8.453
120,self,16,65,0,6.116
120,self,17,95,0,4.223
120,self,18,85,0,3.388
120,self,19,75,0,3.467
120,self,20,50,0,4.907
121,self,1,75,0,3.698
121,self,2,70,0,4.039
121,self,3,60,0,4.248
121,self,4,75,0,2.694
121,self,5,55,0,4.29
121,self,6,85,1,2.164
121,self,7,80,1,2.441
121,self,8,85,1,2.955
121,self,9,65,0,2.645
121,self,10,60,0,3.007
121,self,11,50,0,2.375
121,self,12,95,1,2.372
121,self,13,70,0,2.11
121,self,14,80,1,2.766
121,self,15,90,1,2.242
121,self,16,65,0,6.093
121,self,17,95,1,1.95
121,self,18,55,0,2.412
121,self,19,90,1,4.084
121,self,20,50,0,2.476
122,self,1,90,0,4.11
122,self,2,85,0,4.492
122,self,3,95,1,9.583
122,self,4,70,0,3.034
122,self,5,90,1,3.71
122,self,6,55,0,4.341
122,self,7,60,0,3.618
122,self,8,70,0,4.151
122,self,9,65,0,2.906
122,self,10,75,0,4.296
122,self,11,65,0,4.237
122,self,12,60,0,3.119
122,self,13,85,1,4.708
122,self,14,50,0,3.569
122,self,15,75,0,3.431
122,self,16,55,0,2.986
122,self,17,50,0,5.646
122,self,18,80,1,3.682
122,self,19,80,1,4.561
122,self,20,95,1,3.84
123,self,1,85,1,6.183
123,self,2,50,0,4.021
123,self,3,75,0,16.362
123,self,4,95,1,3.914
123,self,5,65,0,5.654
123,self,6,75,1,5.035
123,self,7,50,0,3.514
123,self,8,80,1,4.484
123,self,9,95,1,4.79
123,self,10,90,1,3.332
123,self,11,70,0,4.752
123,self,12,70,0,3.213
123,self,13,90,1,2.547
123,self,14,80,1,5.364
123,self,15,55,0,4.274
123,self,16,65,1,3.583
123,self,17,60,0,3.739
123,self,18,55,0,4.084
123,self,19,60,0,4.963
123,self,20,85,1,3.93
124,self,1,95,0,2.568
124,self,2,75,0,3.448
124,self,3,80,0,5.212
124,self,4,90,0,8.539
124,self,5,55,0,4.021
124,self,6,95,0,23.629
124,self,7,60,0,7.242
124,self,8,70,0,3.309
124,self,9,85,0,3.421
124,self,10,70,0,3.56
124,self,11,65,0,3.339
124,self,12,90,0,2.871
124,self,13,85,0,3.119
124,self,14,80,0,3.308
124,self,15,50,0,5.404
124,self,16,50,0,3.557
124,self,17,75,0,3.099
124,self,18,65,0,2.908
124,self,19,55,0,2.185
124,self,20,60,0,2.796
125,self,1,95,1,8.473
125,self,2,70,0,5.556
125,self,3,80,1,8.715
125,self,4,80,1,10.199
125,self,5,65,0,6.31
125,self,6,70,0,7.425
125,self,7,75,0,7.476
125,self,8,60,0,5.458
125,self,9,90,1,6.069
125,self,10,85,1,5.376
125,self,11,60,0,6.674
125,self,12,55,0,4.749
125,self,13,95,1,5.001
125,self,14,65,0,5.863
125,self,15,55,0,5.801
125,self,16,85,1,6.6
125,self,17,50,0,5.024
125,self,18,75,1,17.292
125,self,19,90,1,3.634
125,self,20,50,0,3.915
126,self,1,85,0,6.568
126,self,2,70,0,7.266
126,self,3,80,0,6.374
126,self,4,95,1,6.371
126,self,5,90,1,13.615
126,self,6,55,0,5.918
126,self,7,50,0,7.525
126,self,8,50,0,5.431
126,self,9,65,0,6.822
126,self,10,90,1,7.018
126,self,11,60,0,5.94
126,self,12,70,0,7.439
126,self,13,60,0,6.028
126,self,14,75,0,6.122
126,self,15,65,0,8.146
126,self,16,85,0,6.029
126,self,17,75,0,13.45
126,self,18,55,0,6.782
126,self,19,95,1,5.304
126,self,20,80,0,5.708
127,self,1,50,0,3.986
127,self,2,90,1,48.033
127,self,3,65,1,5.046
127,self,4,50,0,2.894
127,self,5,85,1,4.395
127,self,6,80,1,3.071
127,self,7,60,0,2.433
127,self,8,65,1,5.237
127,self,9,85,1,2.567
127,self,10,90,1,1.856
127,self,11,70,1,3.344
127,self,12,55,0,2.829
127,self,13,95,1,1.977
127,self,14,95,1,2.59
127,self,15,75,1,3.599
127,self,16,75,1,1.966
127,self,17,70,1,1.987
127,self,18,55,0,2.058
127,self,19,60,0,1.825
127,self,20,80,1,5.304
128,self,1,50,0,4.816
128,self,2,85,1,5.153
128,self,3,85,1,2.484
128,self,4,75,0,2.689
128,self,5,75,0,4.212
128,self,6,65,0,2.597
128,self,7,90,1,2.967
128,self,8,90,1,2.565
128,self,9,95,1,2.358
128,self,10,60,0,2.272
128,self,11,65,0,2.127
128,self,12,80,0,1.969
128,self,13,70,0,2.362
128,self,14,50,0,2.788
128,self,15,80,0,2.423
128,self,16,70,0,2.543
128,self,17,55,0,3.447
128,self,18,60,0,2.916
128,self,19,95,1,2.539
128,self,20,55,0,2.288
129,self,1,85,0,3.094
129,self,2,75,0,2.147
129,self,3,75,0,1.717
129,self,4,65,0,2.061
129,self,5,80,0,2.154
129,self,6,55,0,2.087
129,self,7,95,1,3.419
129,self,8,55,0,2.939
129,self,9,90,0,1.908
129,self,10,90,0,1.854
129,self,11,95,1,2.025
129,self,12,70,0,2.076
129,self,13,85,0,1.775
129,self,14,70,0,4.171
129,self,15,60,0,1.978
129,self,16,50,0,1.804
129,self,17,80,0,3.165
129,self,18,65,0,11.017
129,self,19,60,0,6.709
129,self,20,50,0,1.602
130,self,1,85,0,4.3
130,self,2,50,0,4.439
130,self,3,95,1,7.679
130,self,4,50,0,3.972
130,self,5,75,0,2.924
130,self,6,80,0,3.171
130,self,7,85,0,4.099
130,self,8,60,0,3.649
130,self,9,70,0,2.768
130,self,10,55,0,3.601
130,self,11,90,1,4.708
130,self,12,75,0,2.649
130,self,13,60,0,2.9
130,self,14,95,1,2.823
130,self,15,80,0,3.477
130,self,16,55,0,3.984
130,self,17,65,0,2.313
130,self,18,65,0,2.536
130,self,19,90,1,3.237
130,self,20,70,0,3.272
131,self,1,65,0,7.427
131,self,2,90,1,4.147
131,self,3,55,0,2.819
131,self,4,65,0,3.239
131,self,5,75,0,3.344
131,self,6,95,1,3.281
131,self,7,50,0,3.019
131,self,8,55,0,2.499
131,self,9,60,0,1.944
131,self,10,85,1,4.319
131,self,11,70,0,3.786
131,self,12,80,1,4.655
131,self,13,50,0,3.254
131,self,14,70,0,3.296
131,self,15,60,0,2.189
131,self,16,95,1,3.373
131,self,17,80,1,3.26
131,self,18,85,1,4.418
131,self,19,75,0,4.13
131,self,20,90,1,4.209
132,self,1,85,0,15.066
132,self,2,60,0,5.989
132,self,3,75,0,4.881
132,self,4,50,0,6.178
132,self,5,55,0,4.861
132,self,6,65,0,4.783
132,self,7,75,0,2.625
132,self,8,80,1,5.763
132,self,9,70,0,13.372
132,self,10,90,1,4.529
132,self,11,55,0,3.669
132,self,12,85,1,5.81
132,self,13,95,1,4.028
132,self,14,95,1,5.253
132,self,15,60,0,3.203
132,self,16,70,0,4.667
132,self,17,65,0,3.592
132,self,18,50,0,5.186
132,self,19,80,1,5.091
132,self,20,90,1,5.154
133,self,1,75,0,2.952
133,self,2,90,1,2.7
133,self,3,80,0,6.934
133,self,4,55,0,3.308
133,self,5,70,0,2.912
133,self,6,95,1,5.017
133,self,7,95,1,2.145
133,self,8,60,0,3.031
133,self,9,85,1,3.021
133,self,10,55,0,4.044
133,self,11,70,0,8.067
133,self,12,80,1,2.011
133,self,13,90,1,2.608
133,self,14,85,1,1.909
133,self,15,50,0,2.213
133,self,16,65,0,2.92
133,self,17,75,0,2.691
133,self,18,65,0,2.145
133,self,19,50,0,2.072
133,self,20,60,0,3.864
134,self,1,65,0,5.551
134,self,2,50,0,3.933
134,self,3,95,0,8.731
134,self,4,70,0,4.783
134,self,5,50,0,3.958
134,self,6,75,0,4.078
134,self,7,75,0,3.304
134,self,8,60,0,3.365
134,self,9,65,0,3.671
134,self,10,80,0,3.13
134,self,11,95,0,5.075
134,self,12,55,0,8.042
134,self,13,90,0,3.661
134,self,14,85,0,3.026
134,self,15,85,0,4.108
134,self,16,90,0,3.1
134,self,17,70,0,3.509
134,self,18,60,0,4.24
134,self,19,55,0,2.719
134,self,20,80,0,3.532
135,self,1,60,0,6.354
135,self,2,50,0,4.024
135,self,3,95,1,6.451
135,self,4,55,0,6.314
135,self,5,60,0,3.682
135,self,6,85,1,3.925
135,self,7,80,0,3.243
135,self,8,65,0,3.448
135,self,9,90,0,3.911
135,self,10,90,1,3.26
135,self,11,70,0,2.7
135,self,12,50,0,3.729
135,self,13,80,0,3.25
135,self,14,65,0,3.016
135,self,15,75,0,3.596
135,self,16,75,0,3.175
135,self,17,55,0,3.28
135,self,18,70,0,2.109
135,self,19,85,0,2.334
135,self,20,95,1,2.816
136,self,1,70,1,5.308
136,self,2,95,1,3.983
136,self,3,75,1,4.215
136,self,4,90,1,2.213
136,self,5,85,1,5.188
136,self,6,80,1,1.924
136,self,7,65,0,3.129
136,self,8,50,0,2.756
136,self,9,85,1,3.113
136,self,10,60,0,3.689
136,self,11,70,0,2.329
136,self,12,55,0,2.303
136,self,13,90,1,2.945
136,self,14,60,0,2.435
136,self,15,50,0,2.933
136,self,16,55,0,2.954
136,self,17,95,1,2.569
136,self,18,75,1,3.962
136,self,19,80,1,3.851
136,self,20,65,0,3.15
137,self,1,50,0,4.445
137,self,2,80,0,2.052
137,self,3,75,0,2.05
137,self,4,65,0,2.306
137,self,5,55,0,3.43
137,self,6,70,0,2.249
137,self,7,60,0,2.396
137,self,8,85,0,2.342
137,self,9,75,0,3.222
137,self,10,65,0,2.561
137,self,11,60,0,2.069
137,self,12,90,0,2.368
137,self,13,95,0,2.341
137,self,14,70,0,2.801
137,self,15,95,0,2.774
137,self,16,90,0,2.542
137,self,17,85,0,1.734
137,self,18,55,0,2.489
137,self,19,80,0,1.79
137,self,20,50,0,2.294
138,self,1,50,0,3.379
138,self,2,60,0,1.336
138,self,3,90,0,2.35
138,self,4,65,0,1.92
138,self,5,80,0,2.158
138,self,6,85,0,1.738
138,self,7,70,0,1.565
138,self,8,60,0,2.507
138,self,9,95,1,1.766
138,self,10,55,0,1.43
138,self,11,65,0,1.823
138,self,12,85,0,1.593
138,self,13,80,0,1.813
138,self,14,50,0,1.809
138,self,15,75,0,1.212
138,self,16,55,0,1.177
138,self,17,90,1,2.252
138,self,18,75,0,1.948
138,self,19,70,0,1.468
138,self,20,95,1,2.169
139,self,1,80,0,3.365
139,self,2,75,0,3.633
139,self,3,95,0,4.19
139,self,4,50,0,3.59
139,self,5,90,0,2.699
139,self,6,60,0,2.313
139,self,7,95,0,3.057
139,self,8,70,0,1.599
139,self,9,55,0,2.316
139,self,10,85,0,1.866
139,self,11,50,0,2.592
139,self,12,80,0,2.157
139,self,13,65,0,2.284
139,self,14,65,0,2.186
139,self,15,60,0,2.518
139,self,16,85,0,1.925
139,self,17,70,0,2.245
139,self,18,55,0,2.418
139,self,19,90,0,2.704
139,self,20,75,0,2.124
140,self,1,85,1,4.854
140,self,2,70,0,2.378
140,self,3,95,1,2.254
140,self,4,85,1,2.258
140,self,5,50,0,2.137
140,self,6,90,1,2.424
140,self,7,80,0,1.944
140,self,8,65,0,2.326
140,self,9,65,0,1.781
140,self,10,55,0,1.967
140,self,11,60,0,4.748
140,self,12,80,1,2.143
140,self,13,75,0,2.662
140,self,14,75,0,1.638
140,self,15,50,0,3.207
140,self,16,60,0,1.949
140,self,17,90,1,2.325
140,self,18,95,1,2.466
140,self,19,55,0,1.712
140,self,20,70,0,10.148
141,self,1,75,0,4.601
141,self,2,50,0,3.407
141,self,3,75,0,5.699
141,self,4,90,0,3.035
141,self,5,65,0,25.723
141,self,6,95,0,8.111
141,self,7,70,0,8.941
141,self,8,85,0,4.584
141,self,9,80,0,8.556
141,self,10,60,0,12.089
141,self,11,90,0,3.386
141,self,12,60,0,2.991
141,self,13,95,0,3.815
141,self,14,55,0,3.176
141,self,15,70,0,2.998
141,self,16,85,0,5.664
141,self,17,80,0,3.145
141,self,18,65,0,3.984
141,self,19,55,0,6.215
141,self,20,50,0,4.938
142,self,1,70,0,4.554
142,self,2,90,1,9.966
142,self,3,60,0,2.136
142,self,4,80,1,4.028
142,self,5,95,1,2.812
142,self,6,90,1,2.184
142,self,7,60,0,2.228
142,self,8,50,0,2.308
142,self,9,75,1,7.777
142,self,10,50,0,2.416
142,self,11,65,0,2.803
142,self,12,65,0,2.188
142,self,13,70,0,2.835
142,self,14,85,1,2.063
142,self,15,95,1,2.949
142,self,16,80,1,2.219
142,self,17,85,1,1.627
142,self,18,55,0,1.928
142,self,19,55,0,1.966
142,self,20,75,1,2.112
143,self,1,90,0,2.606
143,self,2,65,0,1.911
143,self,3,60,0,2.281
143,self,4,70,0,2.178
143,self,5,55,0,1.776
143,self,6,65,0,1.637
143,self,7,90,0,4.562
143,self,8,80,0,1.936
143,self,9,80,0,1.62
143,self,10,50,0,1.772
143,self,11,55,0,1.394
143,self,12,95,0,3.005
143,self,13,75,0,2.253
143,self,14,70,0,4.929
143,self,15,75,0,1.832
143,self,16,50,0,2.053
143,self,17,85,0,2.208
143,self,18,95,0,2.281
143,self,19,60,0,1.866
143,self,20,85,0,2.275
144,self,1,60,0,3.933
144,self,2,50,0,3.441
144,self,3,50,0,2.378
144,self,4,75,0,2.741
144,self,5,80,0,5.8
144,self,6,65,0,2.735
144,self,7,55,0,2.948
144,self,8,60,0,24.68
144,self,9,90,1,3.061
144,self,10,85,0,3.281
144,self,11,55,0,2.251
144,self,12,65,0,2.32
144,self,13,95,1,2.166
144,self,14,80,0,4.595
144,self,15,75,0,3.606
144,self,16,95,1,4.78
144,self,17,85,0,3.798
144,self,18,70,0,2.038
144,self,19,70,0,2.415
144,self,20,90,1,4.727
145,self,1,85,1,8.6
145,self,2,50,0,2.832
145,self,3,60,0,2.366
145,self,4,90,1,5.105
145,self,5,70,1,5.756
145,self,6,95,0,2.68
145,self,7,75,1,1.913
145,self,8,50,0,2.032
145,self,9,95,1,2.168
145,self,10,85,1,2.808
145,self,11,80,1,3.233
145,self,12,80,1,4.506
145,self,13,60,0,2.639
145,self,14,70,1,3.444
145,self,15,65,1,2.417
145,self,16,90,1,1.349
145,self,17,55,0,2.674
145,self,18,75,1,2.525
145,self,19,55,0,2.931
145,self,20,65,1,2.335
146,self,1,90,0,8.974
146,self,2,85,1,6.447
146,self,3,95,1,2.186
146,self,4,75,0,2.4
146,self,5,90,1,3.011
146,self,6,60,0,4.58
146,self,7,95,1,6.248
146,self,8,70,0,2.82
146,self,9,50,0,3.175
146,self,10,55,0,2.204
146,self,11,75,0,2.897
146,self,12,80,0,1.97
146,self,13,60,0,1.929
146,self,14,85,1,1.802
146,self,15,70,0,9.058
146,self,16,65,0,2.899
146,self,17,55,0,4.738
146,self,18,80,0,5.94
146,self,19,50,0,11.449
146,self,20,65,0,3.504
147,self,1,55,0,5.678
147,self,2,50,0,3.351
147,self,3,55,0,3.599
147,self,4,95,1,7.149
147,self,5,50,0,3.678
147,self,6,85,1,5.182
147,self,7,70,0,5.554
147,self,8,95,1,3.661
147,self,9,75,1,4.056
147,self,10,90,1,4.016
147,self,11,70,0,4.576
147,self,12,60,0,3.972
147,self,13,90,1,5.116
147,self,14,65,0,5.321
147,self,15,60,0,5.506
147,self,16,80,1,5.58
147,self,17,85,1,4.958
147,self,18,80,1,3.535
147,self,19,75,0,2.62
147,self,20,65,0,4.499
148,self,1,70,1,3.662
148,self,2,70,1,2.541
148,self,3,85,1,4.554
148,self,4,90,1,2.896
148,self,5,55,0,2.652
148,self,6,65,0,3.06
148,self,7,80,1,3.163
148,self,8,80,1,2.46
148,self,9,85,1,3.098
148,self,10,65,0,2.482
148,self,11,75,0,2.387
148,self,12,75,0,2.274
148,self,13,95,1,2.573
148,self,14,50,0,2.897
148,self,15,95,1,2.583
148,self,16,60,0,2.313
148,self,17,90,1,3.549
148,self,18,60,0,2.565
148,self,19,50,0,3.632
148,self,20,55,0,3.132
149,self,1,80,0,4.492
149,self,2,85,0,3.181
149,self,3,60,0,3.503
149,self,4,55,0,3.233
149,self,5,85,0,3.172
149,self,6,80,0,3.878
149,self,7,50,0,3.426
149,self,8,65,0,3.698
149,self,9,95,0,4.981
149,self,10,65,0,3.447
149,self,11,55,0,2.865
149,self,12,70,0,4.312
149,self,13,70,0,3.275
149,self,14,90,0,2.948
149,self,15,60,0,3.369
149,self,16,75,0,2.9
149,self,17,90,0,2.421
149,self,18,50,0,3.933
149,self,19,95,0,3.39
149,self,20,75,0,3.005
150,self,1,55,0,4.076
150,self,2,80,1,3.238
150,self,3,90,1,2.183
150,self,4,75,0,2.813
150,self,5,90,1,2.378
150,self,6,85,1,1.923
150,self,7,65,0,2.814
150,self,8,55,0,2.537
150,self,9,80,1,3.652
150,self,10,95,1,2.794
150,self,11,70,0,1.725
150,self,12,70,0,2.514
150,self,13,95,1,1.808
150,self,14,60,0,1.896
150,self,15,65,0,3.439
150,self,16,85,1,2.473
150,self,17,50,0,1.83
150,self,18,75,0,3.204
150,self,19,60,0,2.659
150,self,20,50,0,2.576
151,self,1,90,0,2.531
151,self,2,85,0,2.885
151,self,3,60,0,2.044
151,self,4,90,0,2.928
151,self,5,55,0,2.045
151,self,6,95,0,2.435
151,self,7,80,0,2.13
151,self,8,50,0,2.247
151,self,9,65,0,1.895
151,self,10,50,0,1.897
151,self,11,60,0,1.722
151,self,12,70,0,1.88
151,self,13,70,0,2.032
151,self,14,85,0,3.263
151,self,15,75,0,1.72
151,self,16,75,0,2.312
151,self,17,95,0,2.679
151,self,18,55,0,1.618
151,self,19,80,0,2.023
151,self,20,65,0,2.954
152,self,1,85,1,4.159
152,self,2,60,0,2.145
152,self,3,90,1,3.67
152,self,4,70,1,2.415
152,self,5,50,0,2.457
152,self,6,55,0,2.937
152,self,7,75,1,2.427
152,self,8,70,1,1.363
152,self,9,50,0,2.484
152,self,10,65,1,2.569
152,self,11,85,1,1.879
152,self,12,55,0,2.093
152,self,13,80,1,1.92
152,self,14,60,0,2.714
152,self,15,65,1,3.786
152,self,16,75,1,1.818
152,self,17,90,1,3.311
152,self,18,80,1,15.71
152,self,19,95,1,48.738
152,self,20,95,1,2.467
153,self,1,75,0,8.119
153,self,2,65,0,3.696
153,self,3,55,0,3.598
153,self,4,95,1,4.301
153,self,5,70,0,3.02
153,self,6,50,0,2.741
153,self,7,80,0,3.567
153,self,8,50,0,3.067
153,self,9,70,0,3.578
153,self,10,85,1,3.319
153,self,11,60,0,2.595
153,self,12,90,1,2.708
153,self,13,75,0,2.461
153,self,14,95,1,2.914
153,self,15,85,1,2.42
153,self,16,65,0,2.055
153,self,17,80,0,2.195
153,self,18,60,0,2.479
153,self,19,55,0,2.667
153,self,20,90,1,2.653
154,self,1,90,1,3.049
154,self,2,95,1,1.686
154,self,3,90,0,2.12
154,self,4,70,0,2.056
154,self,5,50,0,1.542
154,self,6,70,0,2.314
154,self,7,65,0,2.106
154,self,8,95,1,1.716
154,self,9,80,0,1.538
154,self,10,60,0,2.078
154,self,11,55,0,2.117
154,self,12,65,0,1.685
154,self,13,75,0,2.132
154,self,14,85,1,1.791
154,self,15,50,0,1.928
154,self,16,55,0,1.617
154,self,17,75,0,2.454
154,self,18,85,1,1.773
154,self,19,80,0,7.951
154,self,20,60,0,1.687
155,self,1,85,0,5.978
155,self,2,50,0,2.74
155,self,3,90,1,3.01
155,self,4,55,0,2.66
155,self,5,70,0,2.31
155,self,6,60,0,2.557
155,self,7,65,0,2.307
155,self,8,95,0,2.318
155,self,9,80,0,3.112
155,self,10,85,0,2.366
155,self,11,65,0,28.932
155,self,12,50,0,2.405
155,self,13,80,0,2.741
155,self,14,95,0,12.984
155,self,15,70,0,2.176
155,self,16,60,0,2.147
155,self,17,90,0,4.154
155,self,18,75,0,12.057
155,self,19,55,0,3.325
155,self,20,75,0,4.299
157,self,1,70,0,7.412
157,self,2,85,0,7.654
157,self,3,95,0,3.731
157,self,4,60,0,2.398
157,self,5,75,0,2.553
157,self,6,90,0,2.566
157,self,7,90,0,2.892
157,self,8,85,0,3.186
157,self,9,95,0,3.513
157,self,10,75,0,2.638
157,self,11,80,0,2.625
157,self,12,55,0,2.855
157,self,13,65,0,2.978
157,self,14,55,0,2.871
157,self,15,65,0,3.021
157,self,16,50,0,2.552
157,self,17,50,0,2.47
157,self,18,60,0,3.011
157,self,19,70,0,2.752
157,self,20,80,0,3.476
158,self,1,80,1,7.269
158,self,2,85,1,1.27
158,self,3,60,1,65.063
158,self,4,60,1,2.723
158,self,5,55,0,1.884
158,self,6,85,1,1.973
158,self,7,50,0,1.614
158,self,8,70,1,1.684
